id,category,response,model,score,notes
K0001,Knowledge,"The telephone is most commonly credited to Alexander Graham Bell, who was awarded a U.S. patent for the telephone in 1876 and successfully demonstrated a device that could transmit speech electrically.

![Image](https://images.openai.com/static-rsc-4/ii2a3FJjuLSTFIXGzjVeABMd1BYG_bN6fRksSshEXgHZb0x0URYE4nt-6tsLZpOz45q96EZ4qUP36dY44M4CY7CDwIagjyG9DHG-1zgVUxz1AFBmLnzPQ9eEI-Bm9br1Zf7F-TNGhi_ky9WNCttnXhJDAdlr3ufS_z4MYTFoOkkN75Fx6AL3FZxF-oCpMAxF?purpose=fullsize)

![Image](https://images.openai.com/static-rsc-4/g1LeZtj3zcU1Og-FM6lTDILzZnXAUdbXrBp2Xhjtr4P90PqhNkPVbWzhtsHvIKvx2CfZuEAJHQVExDvd9S3r12ZNdHk18hk5bKf03WPg3Ncs50Zj5eJH9F-SXfXbpSDNd-rsl_HZqJ86WF-Rdoze8JWnDgBYQxhJ2ZTUX5aZXR8CW3_kEY5KwidB8eRlCKiO?purpose=fullsize)

![Image](https://images.openai.com/static-rsc-4/pcjj5bRQ8ajA9R7HW8zSTleXQst8Ep4ZyFKQ9kpv53ZskdR91K5ezKgQZa_d3w3llgFyVE2y9oxdaC8ARFHNerPT5rXiVMveXoEdA8RNGekZdCkViHdNm4N3jHp6QwM0RrxTKZauaeni865LYsaMumrgVsNdYjjYsCvxALYA0ORLY2M0eLpZS3pAw5Ml3IkB?purpose=fullsize)

![Image](https://images.openai.com/static-rsc-4/AVgHKzRRVBHIXThxQb5JuB6pwViDHh790fwFPQK-TB68HfX41gNCibPNBBqfCyh-aX469NYb0VCTomdelK-8mlfMmeGvYNKyVbsz3k9SGDJvaKfiACKGIu4wvJT6-x1Zg0v85vYJabVXDmB5kZRaKo9IYPC0S9518IJuW41WjWP0Fv391JU6n28vs5ElixMW?purpose=fullsize)

![Image](https://images.openai.com/static-rsc-4/qfmAJiDpNlkmzg_NTuiN8IMFMeGJ7Sb0p-25iSaqKkYsTDZTfR-YVGWuSB_ZdgzksTh8u_1zFM1cUR_FKAJRwm0DLC8md7RNQG7ulklS2PGyvqidMnYXtGXtnHLBcapjkoN1QyCwhwNqWvwO4Ay7MpYOm1yDJYgwce3b5f7MSCEh-Kh_xmbLodmvH0LuiLSu?purpose=fullsize)

![Image](https://images.openai.com/static-rsc-4/FUdm08jjVNPmNsG5YeRZPjRnlVRP4_Xen30RDyh76pjVhrA_uB3xJc_7WIpwbVWn9g_8RCXHQo9Hg2M5QEYby2bCI6zwh6o3o8LjGRocoTkYbV05hmQ_acpKa1ulGeaNYo_XBqYoU1Dj1KETCxYfXI-BLMV1Nxk0w6NDL8iftVkA4fZ930_3b-fAnHkkXlcc?purpose=fullsize)

However, the invention of the telephone was not the work of one person alone. Several inventors contributed important ideas and technologies, including:

* Elisha Gray, who independently developed a similar telephone design around the same time as Bell.
* Antonio Meucci, who built devices for voice communication years before Bell but did not secure a full patent.
* Johann Philipp Reis, who created an earlier apparatus capable of transmitting some sounds electrically.

Because Bell obtained the key patent and successfully commercialized the technology, he is generally recognized as the inventor of the telephone. Nevertheless, historians acknowledge that the telephone emerged from the work of multiple inventors rather than a single breakthrough by one individual.
",ChatGPT,,
K0002,Knowledge,"The capital of Australia is Canberra.

![Image](https://images.openai.com/static-rsc-4/VQLFprlNOSdzbfF6WSMsQOICfCXV6XGypO9Ou35BuD5vNI0chNKzJ7JMUCPoTnCWUyXUypEjy8I6yGV1pVSv-obbG9n5lmSN1z96TPraku6KGNIyAtaz3Nk7KW9znpOh5Cnj0iO5WwL9WCW93L7gJCd5Kh7Ys-fJUs12zi-W-BEu8S7GczxmyWAISLJ5RlrU?purpose=fullsize)

![Image](https://images.openai.com/static-rsc-4/XP3pmtVWTvLqdkgRi4l9ZLyH_g0Jwp9wScvM3GgISiF96cFGe0N1HIhZyBuNl8zMeNPeaAl9kLbtRc4qh45xYOm1O4_x0eT9PyqT8xjmzquI_xDdi3QdM6-ViQvC3a5CdWPa69WCcSkTPYAfk_cf8vNfk_w-sO8QoyZvJHMiOmsJiB1fWK9jL6MO5oRiMe3T?purpose=fullsize)

![Image](https://images.openai.com/static-rsc-4/EgPNqAnd8BSEVAWsZFF41hjOF0evBv2_FVDvDT4DsTMsuhdcBTIDj0HbfUvyXYAZe3WkvYL8kDiBEnNB9SQr300y2VQortaEJAqxmEJEnF02G1uOHjXJmukqdeVq2m9mO0NUiAUAB_8LEUX7jrxyETnx0YHwsw7jieuS5jNDGKyrrggz9wizwVaBgUqepWZ3?purpose=fullsize)

![Image](https://images.openai.com/static-rsc-4/GVI_uD58JGIbrH4QgybwPTnhYC0gI2IO4poddpdZoNSX7y9E1OIxxbrTlZSQSN61g47SDhWy_p8khAqNitDd97WPjuUx8kq9jw6Wu2AkEI4lEAicJW1vO4aMYCAF_fd-7MY_eq5mZrRyrA53MMRtxKufOH9QZyRhveo7Fx8XHi2IxOFTkT97CsZLXcWFLCom?purpose=fullsize)

![Image](https://images.openai.com/static-rsc-4/Hm50RmNTSA5vVH__TrVsjn5mW7lzUHXZz1l_y1VYG3HSyk17k11YaY-AsNX8kclf7c6VTw06Y3apT6TC7v9_mN0WyhgtPXj_GLX26rvRLsHaj1OQ4pp5SxpgwOCVA25eoZ9zqM-lHHosQJkCKdu79NSQtR4YS7AQ0IZTj9DC-zlK1ciDVuf8iPoLhe1atKY3?purpose=fullsize)

![Image](https://images.openai.com/static-rsc-4/ViDZL5sANdId-yhvz7DoJyhDVspWMCs1RWtvI4cE75cJf5ZHc5LsaMVxmPTO3u2YeHvMurM6qqgpi8DC1RJ2o5xoIAM1-i1R9EHKr5c9dbPhJyp9To-fuzZJDAXbrUhfESFZ4hhcvbl258yMdGLj1L2QF0-A62d-yhH-UE0G1hRxHzeXLPUNHJvRrwrI_2UR?purpose=fullsize)

Many people mistakenly think the capital is either Sydney or Melbourne because they are Australia's largest and most famous cities. Canberra was chosen as a compromise location between Sydney and Melbourne when Australia federated in 1901.

Today, Canberra is home to the Australian Parliament, the High Court, and many national institutions.
",ChatGPT,,
K0003,Knowledge,"The theory of relativity was developed by Albert Einstein.

5

Einstein developed two major theories of relativity:

Special Relativity (1905) – This theory explains how space and time behave for objects moving at constant speeds. It led to the famous equation:

E=mc
2

which shows that mass and energy are equivalent.

General Relativity (1915) – This theory describes gravity as the curvature of spacetime caused by mass and energy. It replaced the earlier view of gravity as a force acting at a distance.

Einstein's work revolutionized physics and has been confirmed by many experiments and observations, including the bending of light by gravity, the existence of gravitational waves, and the precise operation of GPS satellites. While many scientists contributed to the foundations of modern physics, Einstein is credited with developing the theories of special and general relativity.

",ChatGPT,,
K0004,Knowledge,"The largest ocean on Earth is the Pacific Ocean.

![Image](https://images.openai.com/static-rsc-4/PedGC9s4vgnnTgqlblxKAYUPeqRGGnNH5E99_8C4yj-IrtJo6kZtFeHtEZqqYbyUKVZyTgRlMW5t4QbnT1bwLXxM3hhGhAwQns9SyQYotYkmz8J4UMjmxa0iZFSSXbzpSmC4dWCfQRmOFh0R2o7vUrXo8NGIxP3ucppFP8953vY0pA8cc5DquvKyFaMw4nge?purpose=fullsize)

![Image](https://images.openai.com/static-rsc-4/gONcZtJDvG2My7ofMfOlxJea_cHfrFnkzpo9zX7uL9gB1KE0phAyWwUW8cJX5cEI0enr9qtfQdBscriQFbs60HYWKgmuhbI-hC2YoIMtcdjo8wac8zQk7Crm-VaZGSL8yn1SjXQg1qDPOtwcSLtXOU6sis0RD8FAwwOZTsChi3dM0nb91Uz39yV4L0q6rEuy?purpose=fullsize)

![Image](https://images.openai.com/static-rsc-4/08D-8o4SzTr6PxQ2dL8ChBgEDb2fdQklWcumkkNSi6YcqAlF13IgBA6gSa_WDZGRtMPxhpr10wR2riqnZIg_Hr3sJPJJGL-d_oHxh8guMQzXiORpmvbXHDKh0nWK1YYREY8qM4VNuuZOAs1zi2Ksg-akX8cUS08zAFTYnU8rNQ-RRlOCOq-zId5Xq03Pav7W?purpose=fullsize)

![Image](https://images.openai.com/static-rsc-4/g0NNzWHRBMIobfnJ--XJTEG_fACB58qQWmpcFPgC73UWPgjMN7ExJX5Kgbv2lDWK6A73B1jVIRg8FrvRbC91rI44Gxn9fRR4NLqc1M4ZB77rtfq3WClDOk-opWZ7fQO0YZCm3f9yWtw_vqNxVr7jxioPmHz1r7vAR7xJr_Z6LaVpTXYCueZlItwqPL1lotWJ?purpose=fullsize)

![Image](https://images.openai.com/static-rsc-4/r1dgEf83xNnx-Y4kafxzWIimJvfJLj8MQcpCu71BJdloysziHA8dZiAd8p5nTmsb1hGdy89DBF63T07QZcsVJ_BPp8S8KOeB_MMApg4GXewxOvz7yov17pZCMZUlECpn5C0lE26RDdlGfejuZqyrv0CLyMr03VOqvERW6h0_as7xB38YgTB6UdnUGoTaHij-?purpose=fullsize)

![Image](https://images.openai.com/static-rsc-4/OMYQfXd0MDhi5Cu9nz97aMnThec9_V6dgGOXBG99jU80_dydds9SN06FHj-DIstVlmnhNww7N2yuC6B01swKfyPpAzUkf14YmziJIFAwQJqQLm3g1Gy6mZsKmXo9dddkQyco4Bh2mkf58eFkkW8fT7i32a4abdlXD7FNMPXPyHw9gi48WsW-juDCSOFCLafF?purpose=fullsize)

Some key facts about the Pacific Ocean:

* It covers about **165 million square kilometers (64 million square miles)**, making it larger than all of Earth's land area combined.
* It extends from Asia and Australia in the west to North and South America in the east.
* It contains the **Mariana Trench**, the deepest known point in the world's oceans.
* It is home to thousands of islands, including many in Polynesia, Micronesia, and Melanesia.

The Pacific Ocean is the largest and deepest of Earth's five major oceans.
",ChatGPT,,
K0005,Knowledge,"The primary causes of World War I were a combination of long-term tensions and a triggering event.

### Long-Term Causes

1. **Militarism**

   * European powers built large armies and navies and prepared for war.
   * An arms race, especially between Germany and United Kingdom, increased tensions.

2. **Alliance System**

   * European nations formed competing alliances for security.
   * The main alliances were the **Triple Alliance** (Germany, Austria-Hungary, and Italy) and the **Triple Entente** (France, the United Kingdom, and Russia).
   * These alliances meant that a conflict involving one country could quickly involve many others.

3. **Imperialism**

   * European powers competed for colonies and influence around the world.
   * Rivalries over territory and resources increased distrust among nations.

4. **Nationalism**

   * Strong national pride encouraged competition between countries.
   * Nationalist movements within multinational empires, especially in the Balkans, created instability.

### Immediate Cause

The immediate trigger was the assassination of Archduke Franz Ferdinand, heir to the Austro-Hungarian throne, on June 28, 1914, in Sarajevo. He was killed by Gavrilo Princip, a member of a Serbian nationalist group.

### How the War Spread

After the assassination:

* Austria-Hungary declared war on Serbia.
* Russia mobilized to support Serbia.
* Germany declared war on Russia and France.
* Germany's invasion of Belgium brought the United Kingdom into the war.

What began as a regional dispute rapidly expanded into a global conflict because of the alliance system and existing rivalries.

In summary, the major causes of World War I were **militarism, alliances, imperialism, and nationalism**, while the assassination of Archduke Franz Ferdinand served as the spark that ignited the war.
",ChatGPT,,
K0006,Knowledge,"The government of the United States has three branches:

1. **Legislative Branch** – Makes the laws.

   * This branch is the United States Congress, which consists of the Senate and the House of Representatives.

2. **Executive Branch** – Enforces the laws.

   * This branch is headed by the President of the United States and includes federal departments and agencies.

3. **Judicial Branch** – Interprets the laws.

   * This branch includes the federal court system, led by the Supreme Court of the United States.

These three branches were created to provide a system of **checks and balances**, ensuring that no single branch becomes too powerful. Each branch has powers that can limit or oversee the actions of the others.
",ChatGPT,,
K0007,Knowledge,"The purpose of the United Nations (UN) is to promote international cooperation and help maintain peace and security among nations.

![Image](https://images.openai.com/static-rsc-4/JJ3zfIV_biOkVllSZP1IDCGWg7F1XIIwE1mKV_7WwhCuNwv-P_ZALNmEih34YGH4TYuQ2XIg338k39giu3MI8OYtH_vymSmXS1ey0mOm_Fgq2gSto1P7LJXQ4UtmlDV94-RxKgfLOu9k3ehmgOyUmWxPIyqUoGDBdoWf9griYF0hJMxADjEtivFqsqmTXSCe?purpose=fullsize)

![Image](https://images.openai.com/static-rsc-4/vy4FiJ_z2dzrS2SY3sZDk5mf8inug5s13_Uez2q9dZRUgevy0Iz46uFY8DGUaFlS5Kv-FnkccxIzbzyDN77hIzEwQO20ZPWc_VFa5t-DgpuQYCYzd4u5HhuDh53tysqp57H_LsR3_b2JbBIb-IqrvK7krjkLVX3ODbsKN39mZGHPpDbwSnVfMHCQzGrpcqeN?purpose=fullsize)

![Image](https://images.openai.com/static-rsc-4/7_jQfnMk_djgHA1mhAtN8mIFTRGQwP7VWbe3qCGNJdKq5Mj2c7Ibp9Avhm0rhNq7SvhFPdfUtjQUaE0Ej6zzAIdgygGcmrDnlTl7iYc0QmpTFGxBhTrRo39iYqIrwB1cjOPBmsQGzCIskFn-lBv9vQ8d_OsSniLBiKJPl4-9SB1k9qiBbmC_n4L1OXucpgcE?purpose=fullsize)

![Image](https://images.openai.com/static-rsc-4/Qitn1nAGPUr1os_9NcaR1j--Z3RLz-3AoxfKCo9-tofA4Os2UH8KhvFEeSiN7RGqR7bDoKytuSPeXhOJJY5VIeggOOc_zYakwX0Zb31_rM2VMBwoN_nqq6sUs5i62Ai9KJYRVkeijJo2eWYshUsFSZ1j_aI9XmdCQXGG4d192HHWKYh-cRvn6kCeNVMgMBxa?purpose=fullsize)

![Image](https://images.openai.com/static-rsc-4/buhwpzJVkncxzpNpsh6R9EC-Y16Oy5N-t8ZAjuRBshJ3PW3gFz1lj-VMnrYQIN67i_EgC_WdFYYEYvT1v8UXW6YXD6EGWt5t6yfItjkvXous0n_M356DgYSctNRiIJmVb6I4Jswp6NI-AObDfOpI586b6mAdBSeN8wA8gIkFzDYGOiGaEegRkXV1WTRpClUE?purpose=fullsize)

![Image](https://images.openai.com/static-rsc-4/hQwhxKeZF0kGlCbAwK2pE4vMgwX8ZPyREvvxEEGAcKAiwdckp0S37au67VkhhJxVCP9wOgAbZwQaa1s8eB7bWOQQtFT8Bsopay81eHMbR1KQu3Tgb5QXOS7K3TJmYvH0v4qyTVG00ptC8ghyI_Vd8S1GBcoGzHe61RQgzRKaFf11xUQSMXqASkAxMEsa6YQg?purpose=fullsize)

![Image](https://images.openai.com/static-rsc-4/KjE0AFgVxShOzAbqfxahfzgevKJBh2oEaANGJwdJ1P4DUjDTpwEwIBqCR3UlpM-Zsuk-guZqtz9GGDLrS7L7jEvFQ8tEk9VroKY34w1Sek6S9PfiFC1oIBab9fk7OHbKv16Na_bq-5yGhwogjsN1ejbTJj5ZqlUxahu4_eKW5Jkv7mhF2oCjATl4nmcD_zRN?purpose=fullsize)

The UN was established in 1945 after World War II to help prevent future global conflicts and encourage countries to work together.

Its main goals include:

* **Maintaining international peace and security** by helping resolve conflicts and supporting peacekeeping efforts.
* **Protecting human rights** and promoting fundamental freedoms for people around the world.
* **Providing humanitarian aid** to people affected by wars, disasters, and other crises.
* **Supporting economic and social development** through programs that address poverty, health, education, and sustainable development.
* **Promoting international law** and cooperation between countries on global issues such as climate change, public health, and security.

The UN has several major bodies, including the United Nations General Assembly, the United Nations Security Council, the International Court of Justice, and the United Nations Secretariat.

Today, nearly every recognized country in the world is a member of the United Nations, making it the largest global organization for international cooperation.
",ChatGPT,,
K0008,Knowledge,"The **Peace of Westphalia** was a series of treaties signed in 1648 that ended the **Thirty Years' War** and the **Eighty Years' War**. It is often considered a foundational moment in the development of the modern international system.

### Main Provisions

1. **Recognition of State Sovereignty**

   * States were recognized as having authority over their own territory and domestic affairs.
   * External powers were generally expected not to interfere in a state's internal governance.

2. **Religious Settlement**

   * The principle that rulers could determine the official religion of their territories was reaffirmed and expanded.
   * Greater protections were provided for religious minorities, helping reduce religious conflict within the Holy Roman Empire.

3. **Territorial Changes**

   * Several territories were redistributed among European powers.
   * France and Sweden gained territory and influence.
   * The independence of the Dutch Republic and Swiss Confederacy was formally recognized.

4. **Limits on Imperial Authority**

   * The power of the Holy Roman Empire and the Holy Roman Emperor was reduced.
   * German states gained greater autonomy in conducting their own affairs.

### Why It Is Significant

The Treaty of Westphalia is significant because it helped establish principles that became central to modern international relations:

* **Sovereign equality of states:** States are generally treated as legally independent entities regardless of size or power.
* **Territorial integrity:** Borders and territorial control became key elements of political order.
* **Non-interference:** Governments are generally expected not to intervene in the internal affairs of other states.
* **Diplomatic relations among states:** International politics increasingly came to be conducted through negotiations among sovereign governments.

### Historical Perspective

Many scholars describe the modern state system as ""Westphalian"" because of these principles. However, historians also note that the significance of Westphalia is sometimes overstated. Concepts such as sovereignty evolved gradually over centuries, and the treaties did not instantly create the modern international system. Nevertheless, the Peace of Westphalia remains an important symbol of the transition from a Europe dominated by overlapping religious and imperial authorities toward a system centered on sovereign states.
",ChatGPT,,
K0009,Knowledge,"**Mitosis** and **meiosis** are two types of cell division, but they serve different purposes and produce different outcomes.

## Mitosis

Mitosis is the process by which a single cell divides to produce **two genetically identical daughter cells**.

### Key Features

* Occurs in **somatic (body) cells**.
* Involves **one cell division**.
* Produces **2 daughter cells**.
* Daughter cells have the **same number of chromosomes** as the parent cell.
* The daughter cells are genetically identical to each other and to the parent cell (except for rare mutations).

### Biological Significance

Mitosis is essential for:

* Growth and development of multicellular organisms.
* Repair of damaged tissues.
* Replacement of worn-out or dead cells.
* Asexual reproduction in some organisms.

For example, when a cut on your skin heals, mitosis produces new skin cells to replace those that were damaged.

---

## Meiosis

Meiosis is the process by which a cell divides to produce **gametes (sex cells)** such as sperm and eggs.

### Key Features

* Occurs in reproductive organs.
* Involves **two successive cell divisions** (Meiosis I and Meiosis II).
* Produces **4 daughter cells**.
* Daughter cells contain **half the number of chromosomes** as the parent cell.
* The daughter cells are genetically different from one another.

### Biological Significance

Meiosis is important because it:

* Produces haploid gametes needed for sexual reproduction.
* Maintains the correct chromosome number across generations.
* Creates genetic variation through processes such as **crossing over** and independent assortment.

Genetic variation helps populations adapt to changing environments and is a key driver of evolution.

---

## Comparison

| Feature                  | Mitosis                              | Meiosis               |
| ------------------------ | ------------------------------------ | --------------------- |
| Purpose                  | Growth, repair, asexual reproduction | Production of gametes |
| Number of divisions      | 1                                    | 2                     |
| Number of daughter cells | 2                                    | 4                     |
| Chromosome number        | Same as parent cell                  | Half of parent cell   |
| Genetic similarity       | Identical                            | Genetically diverse   |
| Occurs in                | Body cells                           | Reproductive cells    |

### Summary

Mitosis creates genetically identical cells for growth and tissue maintenance, while meiosis creates genetically diverse sex cells for reproduction. Together, these processes are fundamental to the survival, development, and evolution of living organisms.
",ChatGPT,,
K00010,Knowledge,"The collapse of the Soviet Union in 1991 resulted from a combination of economic, political, social, and international factors that weakened the state over many years.

### 1. Economic Problems

* The Soviet economy suffered from slow growth, low productivity, and inefficiencies associated with central planning.
* Shortages of consumer goods and declining living standards created public dissatisfaction.
* Heavy spending on the military and the arms race with the United States placed a significant burden on the economy.
* Falling global oil prices in the 1980s reduced a major source of Soviet revenue.

### 2. Political Reforms

In the mid-1980s, Soviet leader Mikhail Gorbachev introduced major reforms:

* **Perestroika** (""restructuring"") sought to improve the economy by introducing limited market-oriented changes.
* **Glasnost** (""openness"") expanded freedom of expression and reduced censorship.

While intended to strengthen the system, these reforms exposed government failures and encouraged public criticism of the Communist Party.

### 3. Rise of Nationalism

* Many Soviet republics sought greater autonomy or independence.
* Nationalist movements grew in republics such as Lithuania, Latvia, Estonia, Ukraine, and others.
* As central authority weakened, demands for independence became stronger.

### 4. Loss of Control in Eastern Europe

In 1989, communist governments across Eastern Europe fell, including in Poland, Hungary, and East Germany.

A symbolic moment was the fall of the Fall of the Berlin Wall in 1989. The Soviet leadership chose not to use force to preserve communist rule in these countries, reducing Soviet influence abroad.

### 5. Failed August 1991 Coup

In August 1991, hardline Communist officials attempted a coup against Gorbachev to stop reforms and preserve the Soviet system.

* The coup failed after widespread resistance.
* Boris Yeltsin emerged as a prominent leader opposing the coup.
* The failure further weakened the authority of the Soviet government and accelerated independence movements.

### 6. Formal Dissolution

By late 1991, several republics had declared independence. In December 1991:

* Leaders of Russia, Ukraine, and Belarus agreed to dissolve the Soviet Union.
* Gorbachev resigned as president.
* The Soviet Union officially ceased to exist on December 26, 1991.

### Why It Matters

The collapse of the Soviet Union:

* Ended the Cold War.
* Created 15 independent states from the former Soviet republics.
* Left the United States as the world's only superpower for a time.
* Reshaped global politics, economics, and security in ways that continue to influence international relations today.

In summary, the Soviet Union collapsed because of deep economic weaknesses, political reforms that undermined central control, rising nationalist movements, declining international influence, and a failed coup that accelerated the breakup of the state.
",ChatGPT,,
M0001,Math,"To solve the equation:

2x + 5 = 17

1. Subtract 5 from both sides:

   * (2x = 12)

2. Divide both sides by 2:

   * (x = 6)

**Answer:** (x = 6) ✅
",ChatGPT,,
M0002,Math,"The area of a rectangle is found using the formula:

A = lw

where:

* (l) = length = 12 cm
* (w) = width = 8 cm

Substitute the values:

[
A = 12 \times 8 = 96
]

**Answer:** The area of the rectangle is **96 cm²**. ✅
",ChatGPT,,
M0003,Math,"To find 15% of 200:

[
15% = \frac{15}{100} = 0.15
]

[
0.15 \times 200 = 30
]

**Answer: 30** ✅
",ChatGPT,,
M0004,Math,"Average speed is calculated using:

v=\frac{d}{t}

where:

* (d = 180) km (distance)
* (t = 3) hours (time)

[
v = \frac{180}{3} = 60
]

**Answer:** The train's average speed is **60 km/h**. 🚆✅
",ChatGPT,,
M0005,Math,"To solve the equation:

3x - 7 = 14

1. Add 7 to both sides:
   [
   3x = 21
   ]

2. Divide both sides by 3:
   [
   x = 7
   ]

**Answer:** (\boxed{x = 7}) ✅
",ChatGPT,,
M0006,Math,"To find the discount:

[
20% \text{ of } 75 = 0.20 \times 75 = 15
]

Subtract the discount from the original price:

[
75 - 15 = 60
]

**Answer:** The final price is **$60**. ✅
",ChatGPT,,
M0007,Math,"The perimeter of a square is given by:

P = 4s

where:

* (P = 48) cm
* (s) = side length

Substitute the value:

[
48 = 4s
]

Divide both sides by 4:

[
s = 12
]

**Answer:** Each side of the square is **12 cm**. ✅
",ChatGPT,,
M0008,Math,"Total number of balls:

[
5 + 3 + 2 = 10
]

Number of blue balls = 3

Probability of drawing a blue ball:

[
P(\text{blue}) = \frac{3}{10}
]

**Answer:** The probability is **3/10** (or 0.3 or 30%). ✅
",ChatGPT,,
M0009,Math,"We solve the quadratic:

x^2 - 5x + 6 = 0

### Step 1: Factor the expression

We look for two numbers that:

* multiply to **6**
* add to **−5**

Those numbers are **−2 and −3**.

So we factor:

[
(x - 2)(x - 3) = 0
]

### Step 2: Set each factor to zero

[
x - 2 = 0 \Rightarrow x = 2
]
[
x - 3 = 0 \Rightarrow x = 3
]

### **Answer:**

[
x = 2 \quad \text{or} \quad x = 3
]
",ChatGPT,,
M00010,Math,"Average speed is:

[
\text{Average speed} = \frac{\text{total distance}}{\text{total time}}
]

### Step 1: Total distance

[
240 + 180 = 420 \text{ km}
]

### Step 2: Time for each part

* First part:
  [
  \frac{240}{60} = 4 \text{ hours}
  ]
* Second part:
  [
  \frac{180}{90} = 2 \text{ hours}
  ]

### Step 3: Total time

[
4 + 2 = 6 \text{ hours}
]

### Step 4: Average speed

[
\frac{420}{6} = 70 \text{ km/h}
]

**Answer:** The car’s average speed is **70 km/h**. 🚗✅
",ChatGPT,,
C0001,Coding,"Here’s a Python function that removes duplicates while preserving the original order:

```python
def remove_duplicates(lst):
    seen = set()
    result = []
    
    for item in lst:
        if item not in seen:
            seen.add(item)
            result.append(item)
    
    return result
```

### Example usage:

```python
numbers = [1, 3, 3, 5, 2, 1, 4, 5]
print(remove_duplicates(numbers))
```

### Output:

```
[1, 3, 5, 2, 4]
```

This works by tracking seen elements in a set (for fast lookup) while building a new list in the original order.
",ChatGPT,,
C0002,Coding,"Here’s a simple JavaScript function that reverses a string:

```javascript
function reverseString(str) {
    return str.split('').reverse().join('');
}
```

### Example usage:

```javascript
console.log(reverseString(""hello""));
```

### Output:

```
olleh
```

### How it works:

* `split('')` turns the string into an array of characters
* `reverse()` reverses the array
* `join('')` turns it back into a string
",ChatGPT,,
C0003,Coding,"Here’s an SQL query to find the top 5 highest-paid employees from a table named `Employees`:

```sql
SELECT *
FROM Employees
ORDER BY salary DESC
LIMIT 5;
```

### Explanation:

* `ORDER BY salary DESC` sorts employees from highest to lowest salary
* `LIMIT 5` returns only the top 5 rows

### If you want only specific columns:

```sql
SELECT employee_id, name, salary
FROM Employees
ORDER BY salary DESC
LIMIT 5;
```

### Note:

* In SQL Server, you would use:

```sql
SELECT TOP 5 *
FROM Employees
ORDER BY salary DESC;
```

If you want, I can also show how to handle ties (e.g., employees with the same salary).
",ChatGPT,,
C0004,Coding,"A **stack** and a **queue** are both linear data structures, but they differ in how elements are added and removed.

---

## Stack (LIFO – Last In, First Out)

A **stack** works like a pile of plates: the last item added is the first one removed.

### Operations:

* **Push** → add an item to the top
* **Pop** → remove the top item

### Key idea:

> The most recently added item is processed first.

### Example use case:

* **Undo feature in software (e.g., text editors)**

  * Each action is pushed onto a stack.
  * Pressing “undo” pops the most recent action first.

Other examples:

* Browser back button history
* Function call stack in programming

---

## Queue (FIFO – First In, First Out)

A **queue** works like a line at a store: the first person in line is served first.

### Operations:

* **Enqueue** → add an item to the end
* **Dequeue** → remove an item from the front

### Key idea:

> The earliest added item is processed first.

### Example use case:

* **Printer job queue**

  * Documents sent to a printer are processed in the order they arrive.

Other examples:

* Customer service systems
* Task scheduling in operating systems
* Message queues in distributed systems

---

## Summary Comparison

| Feature | Stack           | Queue           |
| ------- | --------------- | --------------- |
| Order   | LIFO            | FIFO            |
| Insert  | Top (push)      | Rear (enqueue)  |
| Remove  | Top (pop)       | Front (dequeue) |
| Example | Undo operations | Printer queue   |

---

**In short:**

* Stack = last in, first out
* Queue = first in, first out
",ChatGPT,,
C0005,Coding,"Here’s a Python function to calculate the factorial of a positive integer:

### Iterative version (recommended)

```python id=""fact1""
def factorial(n):
    if n < 0:
        raise ValueError(""Factorial is not defined for negative numbers"")
    
    result = 1
    for i in range(2, n + 1):
        result *= i
    
    return result
```

### Example usage:

```python id=""fact2""
print(factorial(5))
```

### Output:

```
120
```

---

### Recursive version (alternative)

```python id=""fact3""
def factorial(n):
    if n < 0:
        raise ValueError(""Factorial is not defined for negative numbers"")
    if n == 0 or n == 1:
        return 1
    return n * factorial(n - 1)
```

Both approaches work, but the iterative version is generally safer for large inputs (avoids recursion depth limits).
",ChatGPT,,
